iccs,leg_stat,sex,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0101,PER_CNV,T,NR,IE	: 	: 	: 	: 	: 	: 	21 	21 	18 	20 	20 	16 	: 	: 
ICCS0101,PER_CNV,T,NR,IS	: 	0 	: 	: 	: 	1 	3 	: 	1 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,NR,IT	: 	: 	: 	672 	590 	612 	517 	602 	535 	493 	451 	590 	596 	616 
ICCS0101,PER_CNV,T,NR,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
ICCS0101,PER_CNV,T,NR,LT	77 	64 	95 	114 	148 	145 	130 	197 	173 	188 	217 	237 	213 	276 
ICCS0101,PER_CNV,T,NR,LU	4 	1 	1 	0 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,NR,LV	76 	68 	78 	102 	106 	103 	116 	122 	104 	84 	63 	78 	80 	105 
ICCS0101,PER_CNV,T,NR,ME	10 	10 	10 	6 	12 	11 	15 	20 	36 	6 	6 	4 	28 	: 
ICCS0101,PER_CNV,T,NR,MK	: 	: 	: 	: 	: 	: 	: 	40 	33 	38 	39 	34 	54 	33 
ICCS0101,PER_CNV,T,NR,MT	1 	2 	7 	7 	1 	1 	3 	0 	2 	2 	3 	3 	4 	1 
ICCS0101,PER_CNV,T,NR,NL	675 	594 	586 	585 	550 	479 	530 	587 	704 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,NR,NO	27 	23 	19 	24 	31 	26 	24 	25 	27 	27 	22 	29 	23 	19 
ICCS0101,PER_CNV,T,NR,PL	: 	164 	214 	173 	210 	257 	248 	257 	325 	349 	351 	359 	344 	345 
ICCS0101,PER_CNV,T,NR,PT	75 	78 	62 	76 	63 	93 	109 	118 	132 	135 	138 	120 	160 	121 
ICCS0101,PER_CNV,T,NR,RO	522 	575 	735 	686 	781 	900 	834 	872 	828 	802 	986 	883 	767 	715 
ICCS0101,PER_CNV,T,NR,RS	106 	74 	79 	70 	96 	105 	90 	139 	125 	120 	133 	139 	106 	119 
ICCS0101,PER_CNV,T,NR,SE	250 	212 	195 	170 	143 	168 	156 	136 	146 	130 	134 	166 	150 	149 
ICCS0101,PER_CNV,T,NR,SI	21 	17 	19 	35 	21 	22 	22 	37 	39 	24 	28 	18 	23 	30 
ICCS0101,PER_CNV,T,NR,SK	49 	37 	31 	36 	31 	32 	28 	46 	41 	44 	43 	60 	46 	50 
ICCS0101,PER_CNV,T,NR,TR	7578 	5852 	7181 	6724 	5262 	5762 	6539 	6381 	7227 	17802 	15215 	15871 	14992 	: 
ICCS0101,PER_CNV,T,NR,UKC-L	: 	: 	: 	: 	: 	295 	266 	347 	321 	356 	343 	346 	376 	439 
ICCS0101,PER_CNV,T,NR,UKM	: 	: 	: 	: 	30 	29 	27 	31 	47 	48 	53 	49 	52 	60 
ICCS0101,PER_CNV,T,NR,UKN	: 	: 	: 	16 	11 	13 	7 	7 	13 	9 	13 	15 	16 	10 
ICCS0101,PER_CNV,T,NR,XK	: 	: 	99 	121 	80 	67 	97 	79 	43 	59 	90 	76 	77 	56 
ICCS0101,PER_CNV,T,P_HTHAB,AL	3.39 	2.18 	2.55 	3.97 	3.30 	4.69 	5.82 	6.04 	: 	: 	: 	: 	: 	3.03 
ICCS0101,PER_CNV,T,P_HTHAB,AT	0.44 	0.44 	0.37 	0.50 	0.27 	0.37 	0.29 	0.41 	0.39 	0.46 	0.35 	0.47 	0.24 	0.31 
ICCS0101,PER_CNV,T,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.81 	2.84 	2.89 	2.71 	2.99 
ICCS0101,PER_CNV,T,P_HTHAB,BE	: 	: 	0.75 	0.85 	0.85 	0.84 	0.77 	2.05 	2.23 	2.65 	2.24 	1.96 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,BG	0.81 	0.56 	0.81 	1.02 	1.07 	1.15 	1.36 	1.02 	1.04 	1.46 	1.55 	1.70 	1.55 	1.90 
ICCS0101,PER_CNV,T,P_HTHAB,CH	0.31 	0.27 	0.29 	0.42 	0.45 	0.40 	0.46 	0.43 	0.42 	0.52 	0.38 	0.62 	0.47 	0.53 
ICCS0101,PER_CNV,T,P_HTHAB,CY	: 	: 	0.80 	0.23 	1.87 	0.71 	0.35 	0.70 	2.08 	1.04 	0.24 	1.59 	0.63 	0.52 
ICCS0101,PER_CNV,T,P_HTHAB,CZ	0.97 	0.99 	0.71 	0.97 	0.78 	0.94 	1.08 	1.30 	1.19 	1.06 	1.25 	1.04 	1.06 	1.31 
ICCS0101,PER_CNV,T,P_HTHAB,DE	0.34 	0.37 	0.41 	0.36 	0.36 	0.39 	0.41 	0.40 	0.36 	0.44 	0.41 	0.46 	0.48 	: 
ICCS0101,PER_CNV,T,P_HTHAB,DK	0.60 	0.69 	0.40 	0.55 	0.57 	0.35 	0.64 	0.44 	0.43 	0.61 	0.47 	0.98 	0.64 	0.40 
ICCS0101,PER_CNV,T,P_HTHAB,EE	2.18 	2.11 	2.64 	2.12 	2.20 	2.74 	2.74 	2.43 	5.23 	4.45 	3.01 	3.98 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,EL	2.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,ES	0.39 	0.45 	0.43 	0.34 	0.42 	0.41 	0.53 	0.49 	0.20 	0.18 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,EU_V	0.98 	0.84 	0.92 	0.92 	0.93 	0.99 	0.99 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,FI	0.98 	1.05 	0.98 	0.73 	0.87 	0.98 	1.01 	1.36 	1.23 	1.31 	1.53 	1.38 	1.37 	1.75 
ICCS0101,PER_CNV,T,P_HTHAB,FR	0.54 	0.42 	0.48 	0.44 	0.47 	0.48 	0.44 	0.43 	0.45 	0.47 	0.79 	1.02 	0.97 	1.03 
ICCS0101,PER_CNV,T,P_HTHAB,HR	1.64 	1.43 	1.84 	1.32 	1.52 	1.67 	0.73 	1.11 	1.22 	1.10 	1.07 	0.79 	1.14 	1.00 
ICCS0101,PER_CNV,T,P_HTHAB,HU	0.48 	0.48 	0.89 	0.88 	0.93 	1.14 	0.76 	1.58 	1.22 	1.37 	1.10 	1.38 	1.62 	1.35 
ICCS0101,PER_CNV,T,P_HTHAB,IE	: 	: 	: 	: 	: 	: 	0.45 	0.46 	0.39 	0.44 	0.44 	0.35 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,IS	: 	0.00 	: 	: 	: 	0.30 	0.91 	: 	0.31 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,IT	: 	: 	: 	1.11 	0.97 	1.01 	0.85 	0.99 	0.90 	0.83 	0.76 	1.00 	1.01 	1.05 
ICCS0101,PER_CNV,T,P_HTHAB,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,LT	2.75 	2.29 	3.40 	4.06 	5.20 	5.02 	4.45 	6.69 	5.82 	6.26 	7.11 	7.54 	6.69 	8.59 
ICCS0101,PER_CNV,T,P_HTHAB,LU	0.63 	0.16 	0.16 	0.00 	0.17 	0.35 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,LV	4.01 	3.56 	4.06 	5.27 	5.44 	5.23 	5.84 	6.10 	5.14 	4.11 	3.04 	3.68 	3.70 	4.79 
ICCS0101,PER_CNV,T,P_HTHAB,ME	1.61 	1.61 	1.61 	0.96 	1.93 	1.77 	2.41 	3.22 	5.80 	0.97 	0.97 	0.65 	4.54 	: 
ICCS0101,PER_CNV,T,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	1.94 	1.60 	1.84 	1.90 	1.66 	2.64 	1.61 
ICCS0101,PER_CNV,T,P_HTHAB,MT	0.19 	0.39 	1.42 	1.47 	0.22 	0.23 	0.70 	0.00 	0.47 	0.48 	0.72 	0.72 	0.97 	0.25 
ICCS0101,PER_CNV,T,P_HTHAB,NL	3.86 	3.41 	3.39 	3.40 	3.22 	2.82 	3.14 	3.49 	4.20 	: 	: 	: 	: 	: 
ICCS0101,PER_CNV,T,P_HTHAB,NO	0.50 	0.43 	0.36 	0.45 	0.59 	0.50 	0.46 	0.49 	0.53 	0.54 	0.45 	0.60 	0.48 	0.40 
ICCS0101,PER_CNV,T,P_HTHAB,PL	: 	0.43 	0.56 	0.46 	0.55 	0.68 	0.65 	0.68 	0.85 	0.92 	0.92 	0.94 	0.90 	0.91 
ICCS0101,PER_CNV,T,P_HTHAB,PT	0.73 	0.76 	0.60 	0.74 	0.61 	0.90 	1.05 	1.13 	1.26 	1.28 	1.31 	1.13 	1.51 	1.15 
ICCS0101,PER_CNV,T,P_HTHAB,RO	2.72 	2.97 	3.79 	3.51 	3.98 	4.55 	4.20 	4.37 	4.14 	3.99 	4.60 	4.11 	3.75 	3.46 
ICCS0101,PER_CNV,T,P_HTHAB,RS	1.54 	1.07 	1.13 	1.00 	1.36 	1.48 	1.27 	1.94 	1.74 	1.66 	1.83 	1.90 	1.45 	1.62 
ICCS0101,PER_CNV,T,P_HTHAB,SE	2.41 	2.05 	1.91 	1.68 	1.43 	1.71 	1.60 	1.41 	1.53 	1.37 	1.42 	1.78 	1.62 	1.62 
ICCS0101,PER_CNV,T,P_HTHAB,SI	1.00 	0.81 	0.91 	1.69 	1.02 	1.07 	1.07 	1.80 	1.89 	1.17 	1.37 	0.88 	1.13 	1.49 
ICCS0101,PER_CNV,T,P_HTHAB,SK	0.90 	0.68 	0.57 	0.66 	0.57 	0.59 	0.52 	0.85 	0.76 	0.81 	0.80 	1.11 	0.85 	0.93 
ICCS0101,PER_CNV,T,P_HTHAB,TR	9.06 	7.04 	8.76 	8.32 	6.59 	7.32 	8.42 	8.32 	9.56 	23.82 	20.64 	21.87 	20.96 	: 
ICCS0101,PER_CNV,T,P_HTHAB,UKC-L	: 	: 	: 	: 	: 	0.51 	0.46 	0.61 	0.57 	0.63 	0.61 	0.62 	0.68 	0.80 
ICCS0101,PER_CNV,T,P_HTHAB,UKM	: 	: 	: 	: 	0.55 	0.54 	0.50 	0.58 	0.88 	0.90 	1.00 	0.93 	1.00 	1.16 
ICCS0101,PER_CNV,T,P_HTHAB,UKN	: 	: 	: 	: 	: 	0.43 	0.27 	0.38 	0.71 	0.49 	0.72 	0.83 	0.90 	0.56 
ICCS0101,PER_CNV,T,P_HTHAB,XK	: 	: 	5.51 	6.73 	: 	3.78 	: 	: 	: 	: 	5.02 	3.44 	3.53 	2.60 
ICCS0101,PER_PRSC,F,NR,AL	1 	1 	5 	3 	1 	2 	4 	9 	7 	6 	6 	5 	4 	2 
ICCS0101,PER_PRSC,F,NR,AT	72 	71 	79 	112 	128 	93 	72 	64 	71 	93 	99 	108 	94 	60 
ICCS0101,PER_PRSC,F,NR,BA	5 	6 	5 	5 	9 	9 	12 	19 	13 	8 	10 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,BE	: 	58 	65 	67 	58 	78 	89 	55 	85 	71 	78 	51 	58 	63 
ICCS0101,PER_PRSC,F,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	10 	8 	9 	10 	: 	: 
ICCS0101,PER_PRSC,F,NR,CY	: 	: 	0 	0 	3 	0 	2 	0 	0 	1 	0 	2 	0 	1 
ICCS0101,PER_PRSC,F,NR,CZ	14 	27 	18 	26 	20 	25 	26 	24 	26 	25 	19 	33 	23 	19 
ICCS0101,PER_PRSC,F,NR,DE	: 	: 	: 	: 	: 	: 	73 	73 	54 	71 	71 	81 	: 	: 
ICCS0101,PER_PRSC,F,NR,DK	3 	1 	4 	6 	4 	4 	6 	5 	6 	4 	2 	2 	6 	: 
ICCS0101,PER_PRSC,F,NR,EE	2 	5 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,EL	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,FI	8 	10 	8 	6 	4 	7 	8 	7 	14 	7 	14 	10 	14 	8 
ICCS0101,PER_PRSC,F,NR,FR	215 	259 	249 	226 	239 	182 	188 	180 	188 	144 	242 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,HR	21 	15 	10 	19 	14 	16 	: 	1 	0 	0 	0 	0 	0 	1 
ICCS0101,PER_PRSC,F,NR,HU	18 	32 	23 	: 	17 	11 	29 	38 	46 	33 	40 	44 	32 	26 
ICCS0101,PER_PRSC,F,NR,IS	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,IT	: 	: 	: 	97 	97 	72 	87 	109 	93 	68 	65 	60 	96 	49 
ICCS0101,PER_PRSC,F,NR,LI	0 	0 	: 	0 	0 	0 	0 	0 	: 	0 	0 	1 	: 	: 
ICCS0101,PER_PRSC,F,NR,LT	9 	14 	8 	22 	26 	16 	12 	18 	20 	18 	23 	28 	20 	28 
ICCS0101,PER_PRSC,F,NR,LU	0 	1 	0 	2 	: 	0 	: 	: 	: 	: 	0 	4 	3 	3 
ICCS0101,PER_PRSC,F,NR,LV	10 	13 	12 	10 	8 	1 	10 	8 	10 	9 	2 	20 	9 	: 
ICCS0101,PER_PRSC,F,NR,ME	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,MK	: 	: 	: 	: 	: 	: 	: 	2 	1 	7 	4 	3 	3 	5 
ICCS0101,PER_PRSC,F,NR,MT	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	1 	: 	0 	: 
ICCS0101,PER_PRSC,F,NR,NL	159 	143 	130 	128 	140 	143 	137 	146 	182 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,NO	2 	3 	2 	3 	1 	3 	2 	4 	5 	3 	2 	3 	0 	4 
ICCS0101,PER_PRSC,F,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,PT	13 	10 	8 	10 	11 	7 	14 	17 	21 	14 	18 	9 	13 	12 
ICCS0101,PER_PRSC,F,NR,RO	: 	: 	: 	: 	: 	: 	: 	34 	26 	19 	20 	32 	29 	40 
ICCS0101,PER_PRSC,F,NR,RS	21 	22 	34 	21 	28 	20 	26 	25 	64 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,SE	13 	15 	8 	4 	8 	19 	2 	7 	8 	11 	9 	12 	6 	9 
ICCS0101,PER_PRSC,F,NR,SI	3 	4 	2 	3 	4 	0 	3 	3 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,NR,SK	9 	5 	6 	4 	7 	3 	3 	6 	6 	13 	7 	9 	: 	: 
ICCS0101,PER_PRSC,F,NR,TR	1707 	1653 	1682 	1517 	1674 	1605 	4974 	5113 	5689 	1460 	1404 	1285 	1291 	: 
ICCS0101,PER_PRSC,F,NR,UKC-L	: 	: 	: 	: 	: 	46 	51 	49 	51 	46 	59 	57 	52 	55 
ICCS0101,PER_PRSC,F,NR,UKM	: 	: 	: 	: 	3 	7 	2 	1 	7 	3 	10 	9 	7 	6 
ICCS0101,PER_PRSC,F,NR,UKN	: 	: 	: 	0 	1 	4 	1 	1 	1 	1 	2 	6 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,AL	0.07 	0.07 	0.35 	0.21 	0.07 	0.14 	0.28 	63 	: 	: 	0.43 	: 	0.25 	0.13 
ICCS0101,PER_PRSC,F,P_HTHAB,AT	1.59 	1.57 	1.75 	2.50 	2.87 	2.10 	1.64 	1.47 	1.64 	2.16 	2.30 	2.52 	2.20 	1.41 
ICCS0101,PER_PRSC,F,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.41 	0.51 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,BE	: 	0.99 	1.12 	1.16 	1.01 	1.36 	1.56 	0.97 	1.50 	1.26 	1.39 	0.92 	1.06 	1.16 
ICCS0101,PER_PRSC,F,P_HTHAB,BG	: 	: 	: 	: 	: 	: 	: 	: 	0.27 	0.21 	0.24 	0.26 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,CY	: 	: 	0.00 	0.00 	0.68 	0.00 	0.46 	0.00 	0.00 	0.23 	0.00 	0.48 	0.00 	0.25 
ICCS0101,PER_PRSC,F,P_HTHAB,CZ	0.26 	0.50 	0.33 	0.48 	0.37 	0.47 	0.48 	0.45 	0.49 	0.47 	0.36 	0.62 	0.43 	0.36 
ICCS0101,PER_PRSC,F,P_HTHAB,DE	: 	: 	: 	: 	: 	: 	0.18 	0.18 	0.13 	0.17 	0.17 	0.19 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,DK	0.10 	0.03 	0.14 	0.21 	0.14 	0.14 	0.21 	0.18 	0.21 	0.14 	0.07 	0.07 	0.22 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,EE	0.29 	0.71 	0.29 	0.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,EL	0.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,FI	0.29 	0.36 	0.29 	0.21 	0.14 	0.25 	0.29 	0.25 	0.51 	0.25 	0.51 	0.37 	0.52 	0.30 
ICCS0101,PER_PRSC,F,P_HTHAB,FR	0.62 	0.74 	0.72 	0.65 	0.69 	0.53 	0.55 	0.53 	0.56 	0.43 	0.72 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,HR	1.01 	0.72 	0.48 	0.89 	0.65 	0.74 	: 	0.05 	0.00 	0.00 	0.00 	0.00 	0.00 	0.04 
ICCS0101,PER_PRSC,F,P_HTHAB,HU	0.36 	0.63 	0.45 	: 	0.33 	0.21 	0.56 	0.73 	0.89 	0.63 	0.76 	0.84 	0.61 	0.49 
ICCS0101,PER_PRSC,F,P_HTHAB,IS	0.56 	0.00 	0.00 	0.00 	0.00 	0.00 	0.61 	0.00 	0.00 	0.00 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,IT	: 	: 	: 	0.31 	0.31 	0.23 	0.28 	0.35 	0.30 	0.22 	0.21 	0.20 	0.32 	0.16 
ICCS0101,PER_PRSC,F,P_HTHAB,LI	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	5.52 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,LT	0.61 	0.94 	0.53 	1.46 	1.69 	1.03 	0.76 	1.13 	1.25 	1.11 	1.40 	1.66 	1.17 	1.62 
ICCS0101,PER_PRSC,F,P_HTHAB,LU	0.00 	0.32 	0.00 	0.67 	: 	0.00 	: 	: 	: 	: 	0.00 	1.58 	1.21 	1.23 
ICCS0101,PER_PRSC,F,P_HTHAB,LV	0.98 	1.27 	1.16 	0.96 	0.76 	0.09 	0.93 	0.74 	0.91 	0.81 	0.18 	1.74 	0.77 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,ME	: 	: 	: 	: 	: 	: 	: 	: 	0.32 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,MK	: 	: 	: 	: 	: 	: 	: 	0.19 	0.10 	0.68 	0.39 	0.29 	0.29 	0.49 
ICCS0101,PER_PRSC,F,P_HTHAB,MT	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.48 	: 	0.00 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,NL	1.81 	1.63 	1.49 	1.48 	1.63 	1.67 	1.61 	1.72 	2.15 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,NO	0.07 	0.11 	0.08 	0.11 	0.04 	0.12 	0.08 	0.16 	0.20 	0.12 	0.08 	0.12 	0.00 	0.17 
ICCS0101,PER_PRSC,F,P_HTHAB,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.41 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,PT	0.24 	0.18 	0.15 	0.18 	0.20 	0.13 	0.26 	0.31 	0.38 	0.25 	0.33 	0.16 	0.24 	0.22 
ICCS0101,PER_PRSC,F,P_HTHAB,RO	: 	: 	: 	: 	: 	: 	: 	0.33 	0.25 	0.18 	0.18 	0.29 	0.28 	0.38 
ICCS0101,PER_PRSC,F,P_HTHAB,RS	0.60 	0.62 	0.95 	0.58 	0.78 	0.55 	0.71 	0.68 	1.74 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,SE	0.25 	0.29 	0.16 	0.08 	0.16 	0.39 	0.04 	0.14 	0.17 	0.23 	0.19 	0.26 	0.13 	0.19 
ICCS0101,PER_PRSC,F,P_HTHAB,SI	0.29 	0.38 	0.19 	0.29 	0.38 	0.00 	0.29 	0.29 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,SK	0.32 	0.18 	0.22 	0.14 	0.25 	0.11 	0.11 	0.22 	0.22 	0.47 	0.25 	0.33 	: 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,TR	4.09 	3.99 	4.12 	3.77 	4.21 	4.09 	12.85 	13.39 	15.10 	3.93 	3.83 	3.56 	3.62 	: 
ICCS0101,PER_PRSC,F,P_HTHAB,UKC-L	: 	: 	: 	: 	: 	0.16 	0.17 	0.17 	0.18 	0.16 	0.21 	0.20 	0.19 	0.20 
ICCS0101,PER_PRSC,F,P_HTHAB,UKM	: 	: 	: 	: 	0.11 	0.25 	0.07 	0.04 	0.26 	0.11 	0.37 	0.33 	0.26 	0.22 
ICCS0101,PER_PRSC,F,P_HTHAB,UKN	: 	: 	: 	: 	: 	0.11 	0.00 	0.11 	0.11 	0.11 	0.22 	0.65 	: 	: 
ICCS0101,PER_PRSC,M,NR,AL	86 	109 	127 	108 	97 	190 	161 	191 	203 	148 	152 	125 	155 	152 
ICCS0101,PER_PRSC,M,NR,AT	311 	295 	298 	431 	487 	497 	322 	302 	345 	366 	351 	370 	412 	270 
ICCS0101,PER_PRSC,M,NR,BA	104 	80 	80 	76 	86 	82 	88 	108 	84 	89 	102 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,BE	: 	388 	290 	293 	309 	316 	323 	471 	352 	336 	315 	260 	322 	326 
ICCS0101,PER_PRSC,M,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	95 	136 	115 	137 	: 	: 
ICCS0101,PER_PRSC,M,NR,CY	: 	: 	7 	2 	17 	6 	3 	9 	23 	11 	7 	23 	7 	3 
ICCS0101,PER_PRSC,M,NR,CZ	108 	120 	99 	109 	109 	140 	130 	143 	148 	161 	165 	156 	154 	158 
ICCS0101,PER_PRSC,M,NR,DE	: 	: 	: 	: 	: 	: 	648 	648 	605 	634 	626 	693 	: 	: 
ICCS0101,PER_PRSC,M,NR,DK	64 	31 	37 	34 	32 	27 	34 	25 	23 	37 	25 	35 	59 	: 
ICCS0101,PER_PRSC,M,NR,EE	22 	39 	33 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,EL	93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,FI	49 	52 	47 	37 	48 	50 	49 	70 	56 	64 	75 	69 	60 	91 
ICCS0101,PER_PRSC,M,NR,FR	2282 	2462 	2544 	2476 	2226 	1850 	1731 	1622 	1506 	1451 	1814 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,HR	116 	106 	97 	90 	112 	102 	: 	1 	0 	2 	1 	1 	0 	3 
ICCS0101,PER_PRSC,M,NR,HU	121 	155 	89 	: 	70 	70 	154 	186 	222 	193 	238 	202 	246 	119 
ICCS0101,PER_PRSC,M,NR,IS	5 	2 	1 	2 	2 	1 	2 	1 	1 	1 	: 	: 	: 	1 
ICCS0101,PER_PRSC,M,NR,IT	: 	: 	: 	1442 	1569 	1401 	1437 	1625 	1404 	1354 	1611 	1653 	1701 	845 
ICCS0101,PER_PRSC,M,NR,LI	1 	0 	1 	1 	1 	0 	0 	0 	: 	0 	0 	1 	: 	: 
ICCS0101,PER_PRSC,M,NR,LT	72 	78 	87 	99 	168 	132 	118 	166 	160 	171 	203 	233 	248 	235 
ICCS0101,PER_PRSC,M,NR,LU	12 	6 	4 	1 	: 	2 	: 	: 	: 	: 	5 	7 	3 	10 
ICCS0101,PER_PRSC,M,NR,LV	79 	70 	82 	92 	94 	48 	78 	59 	72 	45 	32 	101 	93 	: 
ICCS0101,PER_PRSC,M,NR,ME	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,MK	: 	: 	: 	: 	: 	: 	: 	62 	64 	72 	67 	68 	78 	104 
ICCS0101,PER_PRSC,M,NR,MT	: 	: 	: 	: 	10 	4 	0 	5 	5 	5 	0 	: 	4 	: 
ICCS0101,PER_PRSC,M,NR,NL	1679 	1558 	1430 	1335 	1291 	1365 	1309 	1557 	1686 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,NO	31 	23 	22 	37 	26 	28 	28 	21 	21 	21 	28 	40 	18 	21 
ICCS0101,PER_PRSC,M,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	569 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,PT	80 	83 	66 	86 	80 	116 	135 	125 	143 	163 	161 	149 	195 	180 
ICCS0101,PER_PRSC,M,NR,RO	: 	: 	: 	: 	: 	: 	: 	350 	304 	269 	285 	393 	371 	373 
ICCS0101,PER_PRSC,M,NR,RS	252 	206 	217 	209 	212 	294 	262 	297 	317 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,SE	104 	118 	122 	91 	84 	101 	82 	88 	54 	57 	83 	77 	98 	83 
ICCS0101,PER_PRSC,M,NR,SI	23 	19 	14 	32 	37 	27 	29 	32 	: 	: 	: 	: 	: 	: 
ICCS0101,PER_PRSC,M,NR,SK	58 	63 	62 	49 	35 	50 	86 	82 	74 	88 	86 	80 	: 	: 
ICCS0101,PER_PRSC,M,NR,TR	16696 	15789 	16165 	17094 	18602 	16646 	21707 	23225 	21599 	15169 	15048 	12778 	13247 	: 
ICCS0101,PER_PRSC,M,NR,UKC-L	: 	: 	: 	: 	: 	480 	477 	442 	494 	494 	562 	562 	599 	649 
ICCS0101,PER_PRSC,M,NR,UKM	: 	: 	: 	: 	41 	36 	34 	45 	50 	64 	58 	53 	55 	67 
ICCS0101,PER_PRSC,M,NR,UKN	: 	: 	: 	20 	13 	12 	9 	9 	30 	25 	20 	29 	: 	: 
ICCS0101,PER_PRSC,M,P_HTHAB,AL	6.10 	7.67 	8.88 	7.51 	6.67 	13.03 	11.02 	13.08 	: 	: 	10.69 	: 	9.78 	9.57 
ICCS0101,PER_PRSC,M,P_HTHAB,AT	7.07 	6.74 	6.84 	9.93 	11.29 	11.63 	7.68 	7.27 	8.37 	8.93 	8.61 	9.10 	10.16 	6.68 
ICCS0101,PER_PRSC,M,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.75 	5.43 	: 	: 	: 
